          X           Y               RA              DEC         m_B       err_B         m_V       err_V         m_R       err_R 
   1124.360    1705.380      308.8431358       60.1434035      26.776       0.126      26.842       0.087      26.862       0.269 
   3648.780    4226.640      308.8773300       60.1080752      26.966       0.132      26.851       0.063      26.673       0.152 
   1779.710    1148.660      308.8608730       60.1468073      26.744       0.127      26.807       0.075      26.750       0.182 
   2963.120    2945.520      308.8724083       60.1238617      27.096       0.173      26.931       0.075      26.785       0.215 
   1302.010    4717.410      308.8248541       60.1114876      26.932       0.133      26.790       0.081      26.566       0.179 
   2811.290    2453.730      308.8728393       60.1295176      27.139       0.212      26.996       0.092      26.837       0.223 
   2239.340    1942.000      308.8646573       60.1369046      27.141       0.160      27.114       0.099      26.991       0.251 
   3829.120    4632.810      308.8781179       60.1032046      27.047       0.156      26.898       0.068      26.740       0.185 
   3821.720    4866.230      308.8762582       60.1008085      27.556       0.182      27.012       0.096      26.530       0.167 
   1142.940     953.380      308.8490185       60.1511433      27.483       0.188      27.021       0.097      26.530       0.131 
   2081.180    1252.610      308.8664002       60.1446348      26.753       0.152      26.850       0.084      26.771       0.159 
   2339.710    2860.380      308.8600372       60.1270070      26.790       0.160      26.930       0.094      26.897       0.192 
   1215.860    4101.370      308.8275521       60.1181959      27.276       0.159      26.877       0.078      26.604       0.227 
   2406.090    4125.970      308.8521761       60.1136278      27.731       0.239      27.187       0.081      26.714       0.139 
   2410.330    4846.200      308.8470066       60.1061353      27.070       0.136      26.856       0.065      26.702       0.192 
   2594.620    4165.110      308.8558185       60.1125379      27.563       0.215      27.046       0.076      26.704       0.172 
   1852.820    3955.920      308.8418883       60.1173986      27.509       0.202      27.076       0.077      26.664       0.122 
   2294.290    4698.660      308.8456660       60.1080876      27.403       0.165      27.024       0.067      26.674       0.135 
   4809.150    3781.770      308.9047524       60.1084789      27.672       0.206      27.171       0.080      26.665       0.104 
   1601.160    1276.110      308.8562172       60.1461317      27.301       0.193      27.089       0.101      26.786       0.184 
    958.050    2614.470      308.8330285       60.1345677      27.316       0.181      26.986       0.083      26.711       0.178 
   1328.700    1904.660      308.8459415       60.1405941      27.341       0.205      27.144       0.096      26.821       0.136 
   5016.130    2745.730      308.9166478       60.1184789      26.743       0.190      26.872       0.120      26.792       0.245 
   2085.740    3380.950      308.8509407       60.1225236      27.900       0.263      27.356       0.093      26.996       0.236 
   1225.220    4676.440      308.8235527       60.1121910      27.461       0.183      27.059       0.087      26.549       0.114 
   3825.510    1340.890      308.9021239       60.1373859      26.952       0.145      26.885       0.083      26.831       0.251 
   4377.770    3207.540      308.8999686       60.1160059      27.556       0.207      27.067       0.073      26.712       0.163 
   2324.750    4677.060      308.8464582       60.1082014      27.431       0.161      26.995       0.077      26.660       0.170 
   4294.120    3909.160      308.8930933       60.1090276      27.391       0.240      26.998       0.081      26.667       0.136 
   3948.360    3006.600      308.8924923       60.1196512      27.573       0.200      27.128       0.083      26.711       0.136 
   2284.670    1058.620      308.8720628       60.1459102      27.221       0.170      26.968       0.070      26.739       0.186 
   1225.310    3448.860      308.8325101       60.1249365      27.399       0.185      27.008       0.073      26.721       0.194 
   1879.710    1325.160      308.8616680       60.1446124      27.493       0.205      27.154       0.083      26.868       0.191 
   2090.150    2468.040      308.8577019       60.1319849      27.435       0.231      27.115       0.088      26.841       0.206 
   3004.490    3857.570      308.8666047       60.1142440      27.655       0.211      27.122       0.075      26.790       0.213 
   1800.340     888.930      308.8632026       60.1494287      27.253       0.164      27.100       0.125      26.832       0.197 
   4394.370    4643.410      308.8898122       60.1010425      26.937       0.133      26.745       0.075      26.528       0.181 
   2120.880     821.280      308.8703830       60.1489682      26.663       0.116      26.764       0.091      26.682       0.209 
   1453.520    2144.790      308.8467901       60.1376487      27.854       0.263      27.348       0.095      26.903       0.168 
   1020.680    1479.550      308.8426232       60.1461238      26.865       0.143      26.745       0.087      26.633       0.262 
   2969.570    1780.380      308.8810636       60.1359326      27.151       0.208      27.033       0.093      26.892       0.192 
   3630.960    2901.990      308.8866439       60.1218895      27.407       0.254      27.220       0.092      27.044       0.256 
   1032.580    1806.340      308.8404841       60.1426880      26.891       0.169      26.851       0.085      26.816       0.275 
   3819.930    4868.130      308.8762070       60.1007953      27.356       0.176      26.929       0.113      26.524       0.157 
   2062.410    3150.070      308.8521408       60.1250051      27.216       0.159      26.949       0.081      26.799       0.238 
   2687.130     880.750      308.8817572       60.1462959      27.356       0.174      27.079       0.079      26.790       0.166 
   1279.150    4531.430      308.8257341       60.1135014      26.872       0.143      26.742       0.083      26.591       0.199 
   4347.140    3872.330      308.8944671       60.1092173      27.630       0.197      27.091       0.076      26.677       0.171 
   1914.530    1142.950      308.8637266       60.1463776      27.493       0.248      27.617       0.165      27.406       0.176 
   1194.790    1899.030      308.8431900       60.1411378      27.254       0.183      27.233       0.097      27.045       0.173 
   2468.020    4533.630      308.8504900       60.1091712      27.084       0.149      26.904       0.065      26.746       0.201 
   4493.250    2121.440      308.9103252       60.1268585      27.734       0.240      27.176       0.082      26.737       0.153 
   3513.300    2829.800      308.8847201       60.1230660      27.386       0.179      27.039       0.077      26.857       0.271 
