         id               ra              dec      mag      type         n               re              phi            ratio     notes 
      29612       53.1684260      -27.8301827  27.4522    sersic     0.459            0.167          -69.410           0.0349   comment 
      29618       53.0836274      -27.8300316  27.4826    sersic     2.931            0.427           34.985           0.2362   comment 
      29619       53.0658841      -27.8299695   26.657    sersic     1.380            4.822          -10.219           0.1584   comment 
      29620       53.1523583      -27.8298941  27.7244    sersic     0.467            4.813          -84.981           0.0271   comment 
      29624       53.1935188      -27.8296105  27.1201    sersic     4.988            4.821           87.034           0.9084   comment 
      29625       53.1157919      -27.8296202    27.21    sersic     0.369            1.566           25.499           0.3156   comment 
      29626       53.1821042      -27.8295346  26.9724    sersic     0.768            4.241          -84.470           0.0360   comment 
      29628       53.1489005      -27.8294611  27.1654    sersic     6.146           50.799           75.854           0.0357   comment 
      29630       53.0959258      -27.8294037  27.7573    sersic     1.656            0.840           42.537           0.0635   comment 
      29633       53.1758068      -27.8292607  27.2821     point     4.158            0.272          -16.414           0.0652   comment 
      29635       53.1730519      -27.8291718  27.5515    sersic     0.569            0.827          -18.526           0.8538   comment 
      29636       53.0646902      -27.8291464   27.563    sersic     5.279            1.534           16.677           0.0677   comment 
      29638       53.1750726      -27.8291474  27.1317    sersic     1.370            1.011          -54.962           0.0339   comment 
      29639       53.1777521      -27.8291182  27.5428    sersic     0.634            1.682          -12.102           0.5598   comment 
      29640       53.1568092      -27.8290748  27.9306    sersic     4.691            0.645           58.601           0.0924   comment 
      29642       53.1795829      -27.8290307  27.3927    sersic     1.747            0.356          -85.690           0.0742   comment 
      29643       53.1414752      -27.8290513  26.9224    sersic     0.864            1.891           25.220           0.4892   comment 
      29644       53.1591823      -27.8290276  27.1185    sersic     4.562            3.842          -34.536           0.1150   comment 
      29645       53.1617890      -27.8290333  27.1893    sersic     3.184            4.656          -14.721           0.0700   comment 
      29646       53.1408786      -27.8290034   27.352     point     0.917            0.845           23.339           0.0494   comment 
      29647       53.0704581      -27.8289934  26.9375    sersic     6.524            5.398          -84.463           0.0360   comment 
      29650       53.1286997      -27.8289555  26.2922    sersic     5.501            2.763          -52.698           0.7814   comment 
      29651       53.1541064      -27.8289312   27.384    sersic     3.083            1.234           39.305           0.3032   comment 
      29652       53.0933833      -27.8289175  27.7034    sersic     2.444            0.965          -20.999           0.2549   comment 
      29653       53.1453936      -27.8289062  26.7981    sersic     1.164            4.274          -33.211           0.1529   comment 
      29654       53.1640362      -27.8288941  27.1975    sersic     0.387            0.744          -89.647           0.6305   comment 
      29655       53.1573176      -27.8288940   27.546    sersic     0.619            1.161           64.203           0.0790   comment 
      29656       53.0838356      -27.8288889  27.5363    sersic     1.966            3.600          -67.382           0.2194   comment 
      29658       53.1646853      -27.8286732  27.2571    sersic     2.111            0.434          -17.915           0.0324   comment 
      29659       53.0766342      -27.8286581  27.1296    sersic     0.956            1.158          -69.214           0.2079   comment 
      29660       53.1226260      -27.8286413  27.1984    sersic     2.786            1.153          -17.779           0.4245   comment 
      29663       53.1687782      -27.8285642  27.5718     point     1.417            0.819           49.928           0.0429   comment 
      29664       53.1768578      -27.8285133  27.2129    sersic     0.375            1.877          -79.687           0.2456   comment 
      29665       53.0828913      -27.8285116  26.9319    sersic     3.942           95.390          -83.020           0.0370   comment 
